SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,MAT,INS,OVERS,RUNS,WKTS,BBF,MDNS,DOTS,ECON,AVE,SR,HATTRICK,4W,5W,WIDES,NB,League Name
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
143,790,32995,Kian Hoeuner,3928431,CBCOB 3,,CBCOB 3,4552,1,1,7.0,50,1,50/ 1,0,0,7.14,50.00,42.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
144,790,32995,Matthew Bottham,2987582,CBCOB 3,,CBCOB 3,4552,1,1,7.0,54,1,54/ 1,0,0,7.71,54.00,42.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
145,790,32995,Franco Vorster,3730039,HARLEQUINS 3,,HARLEQUINS 3,4553,1,1,5.0,39,1,39/ 1,0,14,7.80,39.00,30.0,0,0,0,2,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
146,790,32995,Gerry Gouws,4673823,CBCOB 3,,CBCOB 3,4552,3,2,8.0,63,1,42/ 1,0,20,7.88,63.00,48.0,0,0,0,5,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
147,790,32995,Albert Myburgh,4024779,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,7,4,15.0,120,1,48/ 1,1,55,8.00,120.00,90.0,0,0,0,6,1,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
148,790,32995,Keith Slater,5047119,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,5.0,40,1,40/ 1,0,15,8.00,40.00,30.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
149,790,32995,JP Roets,3195753,SINOVILLE 4,,SINOVILLE 4,4557,3,3,11.0,91,1,44/ 1,0,32,8.27,91.00,66.0,0,0,0,7,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
150,790,32995,Hanco Hertzog,3928457,SINOVILLE 3,,SINOVILLE 3,4556,2,2,8.0,72,1,29/ 1,0,30,9.00,72.00,48.0,0,0,0,24,3,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
151,790,32995,Berno Klopper,3180553,SINOVILLE 4,,SINOVILLE 4,4557,2,1,7.0,71,1,71/ 1,0,12,10.14,71.00,42.0,0,0,0,5,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
152,790,32995,Hein Swanepoel,4649924,HARLEQUINS 3,,HARLEQUINS 3,4553,2,2,11.0,114,1,75/ 1,0,28,10.36,114.00,66.0,0,0,0,10,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
153,790,32995,Rowan Plaatjies,4673819,CBCOB 3,,CBCOB 3,4552,2,1,1.0,13,1,13/ 1,0,1,13.00,13.00,6.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
154,790,32995,Matt Rodgerson,4100183,PHSOB 4,,PHSOB 4,4561,1,1,1.0,16,1,16/ 1,0,3,16.00,16.00,6.0,0,0,0,1,1,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
155,790,32995,Hanco Hertzog,4165763,SINOVILLE 4,,SINOVILLE 4,4557,2,1,1.0,18,1,18/ 1,0,3,18.00,18.00,6.0,0,0,0,9,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
156,790,32995,Echardt Stuwig,4729879,SINOVILLE 4,,SINOVILLE 4,4557,1,1,5.0,10,0,10/ 0,2,26,2.00,0,0.0,0,0,0,3,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
157,790,32995,Keaton Steenkamp,2944947,SINOVILLE 4,,SINOVILLE 4,4557,1,1,4.0,11,0,11/ 0,0,21,2.75,0,0.0,0,0,0,2,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
158,790,32995,Juan Van den berg,2987480,SINOVILLE 4,,SINOVILLE 4,4557,1,1,9.0,26,0,26/ 0,0,38,2.89,0,0.0,0,0,0,4,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
159,790,32995,Zadian Cbc3,4874626,CBCOB 3,,CBCOB 3,4552,1,1,9.0,28,0,28/ 0,1,42,3.11,0,0.0,0,0,0,6,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
160,790,32995,Dian Botha,2934759,SINOVILLE 3,,SINOVILLE 3,4556,1,1,6.0,19,0,19/ 0,1,30,3.17,0,0.0,0,0,0,3,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
161,790,32995,Warren Pollard,4655261,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,2,1,3.0,10,0,0/ 0,0,13,3.33,0,0.0,0,0,0,0,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
162,790,32995,Johanco Faihst,3255252,TUKS 5,,TUKS 5,4558,1,1,9.0,31,0,31/ 0,1,39,3.44,0,0.0,0,0,0,6,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
163,790,32995,Wian Nel,2987474,SINOVILLE 4,,SINOVILLE 4,4557,1,1,5.0,20,0,20/ 0,0,21,4.00,0,0.0,0,0,0,2,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
164,790,32995,Ryan Kruger,4973940,SINOVILLE 3,,SINOVILLE 3,4556,1,1,2.0,9,0,9/ 0,0,9,4.50,0,0.0,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
165,790,32995,Jayden Smith,4891853,TUT 3,,TUT 3,4559,1,1,9.0,43,0,43/ 0,1,28,4.78,0,0.0,0,0,0,3,0,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
166,790,32995,Chanluke Van Niewenhuizen,4742886,CBCOB 3,,CBCOB 3,4552,2,2,6.0,29,0,11/ 0,0,21,4.83,0,0.0,0,0,0,1,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
167,790,32995,Gerrald Gouws,3056111,CBCOB 3,,CBCOB 3,4552,2,1,3.0,15,0,0/ 0,0,12,5.00,0,0.0,0,0,0,3,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
168,790,32995,Brad Goss,4081458,PHSOB 3,,PHSOB 3,4555,1,1,9.0,45,0,45/ 0,0,35,5.00,0,0.0,0,0,0,1,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
169,790,32995,Gerhard Strydom,4688789,PHSOB 3,,PHSOB 3,4555,1,1,3.0,15,0,15/ 0,0,13,5.00,0,0.0,0,0,0,2,1,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
170,790,32995,Jayden Potgieter,4854735,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,2,1,3.0,15,0,0/ 0,0,11,5.00,0,0.0,0,0,0,2,2,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
171,790,32995,Liam Van Wyk,5045111,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,2,2,11.0,55,0,8/ 0,0,44,5.00,0,0.0,0,0,0,6,1,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
172,790,32995,Cj Jordaan,4892048,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,1,9.0,47,0,47/ 0,0,33,5.22,0,0.0,0,0,0,2,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
173,790,32995,Divan Cilliers,3713448,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,9,2,5.0,30,0,0/ 0,0,17,6.00,0,0.0,0,0,0,8,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
174,790,32995,Ryno Opperman,4715854,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,1,1.0,6,0,6/ 0,0,3,6.00,0,0.0,0,0,0,0,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
175,790,32995,Christo Swanepoel,2936900,PHSOB 3,,PHSOB 3,4555,1,1,9.0,55,0,55/ 0,0,30,6.11,0,0.0,0,0,0,4,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
176,790,32995,Jared Fourie,3795661,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,1,9.0,56,0,56/ 0,0,36,6.22,0,0.0,0,0,0,5,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
177,790,32995,Malcolm Lourens,3719302,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,2.0,13,0,13/ 0,0,3,6.50,0,0.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
178,790,32995,Grant S,4704970,SINOVILLE 3,,SINOVILLE 3,4556,2,1,2.0,13,0,0/ 0,0,7,6.50,0,0.0,0,0,0,2,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
179,790,32995,Lodewyk deJager,3719312,PHSOB 4,,PHSOB 4,4561,1,1,3.0,20,0,20/ 0,0,11,6.67,0,0.0,0,0,0,8,0,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
180,790,32995,Michael Boyjsens,4854736,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,6.0,40,0,40/ 0,0,19,6.67,0,0.0,0,0,0,3,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
181,790,32995,Dwayne Kruger,4877008,SINOVILLE 4,,SINOVILLE 4,4557,1,1,3.0,20,0,20/ 0,0,13,6.67,0,0.0,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
182,790,32995,Rox Marule,4702805,SINOVILLE 4,,SINOVILLE 4,4557,1,1,4.0,27,0,27/ 0,0,17,6.75,0,0.0,0,0,0,13,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
183,790,32995,Ewan Erasmus,4673825,HARLEQUINS 3,,HARLEQUINS 3,4553,1,1,3.0,21,0,21/ 0,0,11,7.00,0,0.0,0,0,0,3,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
184,790,32995,Tiaan Du Plessis,4702804,SINOVILLE 4,,SINOVILLE 4,4557,1,1,2.0,15,0,15/ 0,0,7,7.50,0,0.0,0,0,0,4,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
185,790,32995,Clayton Brunsdon,4837526,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,1,4.0,31,0,31/ 0,0,14,7.75,0,0.0,0,0,0,3,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
186,790,32995,Lester Joseph,4704973,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,5.0,39,0,39/ 0,0,13,7.80,0,0.0,0,0,0,2,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
187,790,32995,Marius Bornman,2936833,TUKS 5,,TUKS 5,4558,6,1,1.0,8,0,0/ 0,0,2,8.00,0,0.0,0,0,0,0,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
188,790,32995,Pietman Voster,4854737,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,2,1,4.0,33,0,0/ 0,1,11,8.25,0,0.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
189,790,32995,Emil Rolfes,2936903,PHSOB 3,,PHSOB 3,4555,3,1,2.0,17,0,0/ 0,0,6,8.50,0,0.0,0,0,0,5,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
190,790,32995,Johan Pretorius,3255251,TUKS 5,,TUKS 5,4558,5,2,5.0,43,0,0/ 0,0,16,8.60,0,0.0,0,0,0,11,1,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
191,790,32995,Nathi Kundhlande,4854738,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,4,1,3.0,26,0,0/ 0,0,6,8.67,0,0.0,0,0,0,0,1,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
192,790,32995,Burgert Kloppers,4673542,PHSOB 4,,PHSOB 4,4561,1,1,6.0,53,0,53/ 0,0,12,8.83,0,0.0,0,0,0,2,0,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
193,790,32995,Andre Schoombee,3772084,SINOVILLE 3,,SINOVILLE 3,4556,1,1,5.0,45,0,45/ 0,0,16,9.00,0,0.0,0,0,0,1,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
194,790,32995,Jaco Fourie,4688790,PHSOB 3,,PHSOB 3,4555,1,1,3.0,28,0,28/ 0,0,6,9.33,0,0.0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
195,790,32995,Paul Gouws,3056110,CBCOB 3,,CBCOB 3,4552,5,1,2.0,19,0,0/ 0,0,7,9.50,0,0.0,0,0,0,5,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
196,790,32995,Janus Bronkhorst,4704971,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,3.0,30,0,30/ 0,0,7,10.00,0,0.0,0,0,0,2,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
197,790,32995,Shane Henery,5047116,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,3.0,30,0,30/ 0,0,7,10.00,0,0.0,0,0,0,3,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
198,790,32995,Juan Human,4673828,HARLEQUINS 3,,HARLEQUINS 3,4553,4,3,7.0,73,0,0/ 0,0,15,10.43,0,0.0,0,0,0,12,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
199,790,32995,Maans Roubaix,3031813,SINOVILLE 3,,SINOVILLE 3,4556,1,1,3.0,33,0,33/ 0,0,8,11.00,0,0.0,0,0,0,3,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
200,790,32995,Aj Jordaan,5045109,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,2,1,4.0,44,0,0/ 0,0,9,11.00,0,0.0,0,0,0,4,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
201,790,32995,Ian Dorfling,3795252,SINOVILLE 4,,SINOVILLE 4,4557,4,1,1.0,12,0,0/ 0,0,2,12.00,0,0.0,0,0,0,0,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
202,790,32995,Keppie Kavaliers,4877010,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,1.0,12,0,12/ 0,0,1,12.00,0,0.0,0,0,0,1,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
203,790,32995,Steffan Putter,4973953,SINOVILLE 4,,SINOVILLE 4,4557,1,1,0.4,8,0,8/ 0,0,2,12.00,0,0.0,0,0,0,1,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
204,790,32995,Janco Harholt,5047115,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,3.0,36,0,36/ 0,0,4,12.00,0,0.0,0,0,0,1,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
205,790,32995,Thato Pege,3719303,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,5,3,9.0,115,0,0/ 0,0,15,12.78,0,0.0,0,0,0,8,2,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
206,790,32995,Keenan Huebsch,4729854,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,1.0,16,0,16/ 0,0,3,16.00,0,0.0,0,0,0,11,1,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
207,790,32995,Dante Meyer,4896936,HARLEQUINS 3,,HARLEQUINS 3,4553,3,1,1.0,17,0,0/ 0,0,0,17.00,0,0.0,0,0,0,0,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
208,790,32995,Stiaan Heymans,4673670,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,3,1,2.0,39,0,0/ 0,0,4,19.50,0,0.0,0,0,0,1,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
1,576,32995,Kyle Kunneke,2985826,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,14,10,68.5,257,26,31/ 5,6,276,3.73,9.88,15.9,0,1,1,28,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
2,576,32995,Christoff  Pompie Helm,2985831,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,13,13,89.0,474,23,59/ 5,6,308,5.33,20.61,23.2,0,2,1,39,2,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
3,576,32995,Christian Strydom,2936847,TUKS 5,,TUKS 5,3304,13,13,72.4,392,21,36/ 4,3,281,5.39,18.67,20.8,0,2,0,31,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
4,576,32995,Gerhard De Bruin,2936835,TUKS 5,,TUKS 5,3304,12,12,71.0,326,18,11/ 5,10,286,4.59,18.11,23.7,0,0,1,19,1,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
5,576,32995,Martin Van Tonder,2840539,TUKS 5,,TUKS 5,3304,16,15,68.1,344,17,19/ 3,6,268,5.05,20.24,24.1,0,0,0,37,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
6,576,32995,Steven Meyburgh,2937220,PHSOB 3,,PHSOB 3,3300,6,6,40.0,170,16,27/ 4,4,173,4.25,10.62,15.0,0,2,0,14,1,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
7,576,32995,Albert Myburgh,4024779,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,6,6,43.3,147,15,23/ 4,6,190,3.38,9.80,17.4,0,1,0,7,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
8,576,32995,Rigardt Saaiman,3729566,CBCOB 3,,CBCOB 3,3298,7,7,46.0,205,13,38/ 5,0,163,4.46,15.77,21.2,0,0,1,3,2,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
9,576,32995,Jacques Van Rooyen,3795662,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,8,7,54.3,230,12,19/ 3,4,220,4.22,19.17,27.2,0,0,0,24,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
10,576,32995,Donovan du Toit,3713457,TUKS 5,,TUKS 5,3304,13,11,50.5,290,12,24/ 3,2,199,5.70,24.17,25.4,0,0,0,24,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
11,576,32995,Tiaan Engelbrecht,2936837,TUKS 5,,TUKS 5,3304,13,13,72.0,294,11,16/ 2,10,307,4.08,26.73,39.3,0,0,0,20,1,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
12,576,32995,Ruan Ebersohn,2985830,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,11,10,56.0,292,11,24/ 2,4,234,5.21,26.55,30.5,0,0,0,24,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
13,576,32995,Chris van Niekerk,3713451,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,8,5,27.0,125,10,14/ 3,2,108,4.63,12.50,16.2,0,0,0,9,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
14,576,32995,Andro Vosloo,3713342,PHSOB 3,,PHSOB 3,3300,5,5,29.0,166,10,38/ 4,2,125,5.72,16.60,17.4,0,1,0,9,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
15,576,32995,JP Roets,3031810,SINOVILLE 3,,SINOVILLE 3,3302,5,5,34.0,156,9,9/ 3,2,107,4.59,17.33,22.7,0,0,0,14,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
16,576,32995,Trent Hardie,4116169,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,4,4,19.3,109,9,29/ 6,0,83,5.59,12.11,13.0,0,0,1,16,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
17,576,32995,Aerton Helena,2936841,TUKS 5,,TUKS 5,3304,11,10,65.1,223,8,10/ 2,7,267,3.42,27.88,48.9,0,0,0,9,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
18,576,32995,Christo Swanepoel,2936900,PHSOB 3,,PHSOB 3,3300,8,8,42.1,173,8,32/ 3,5,182,4.10,21.62,31.6,0,0,0,18,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
19,576,32995,Dewald Basson,3018234,TUT 3,,TUT 3,3305,7,7,48.0,233,8,34/ 4,4,180,4.85,29.12,36.0,0,1,0,29,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
20,576,32995,Juan Van den berg,2987480,SINOVILLE 3,,SINOVILLE 3,3302,2,2,18.0,67,7,32/ 5,2,39,3.72,9.57,15.4,0,0,1,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
21,576,32995,Gerhard Swanepoel,3713453,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,9,4,31.0,120,7,19/ 2,3,126,3.87,17.14,26.6,0,0,0,12,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
22,576,32995,Andre Kruyshaar,3795248,SINOVILLE 4,,SINOVILLE 4,3303,5,2,18.0,88,7,34/ 4,0,38,4.89,12.57,15.4,0,1,0,11,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
23,576,32995,Stefan Grobler,3018230,TUT 3,,TUT 3,3305,7,7,38.2,223,7,17/ 2,2,139,5.82,31.86,32.9,0,0,0,20,5,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
24,576,32995,Andre Schoombee,3745389,SINOVILLE 4,,SINOVILLE 4,3303,4,4,23.0,170,7,45/ 3,0,83,7.39,24.29,19.7,0,0,0,17,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
25,576,32995,Piet Botha,4063611,SINOVILLE 3,,SINOVILLE 3,3302,2,2,15.4,53,6,19/ 3,3,66,3.38,8.83,15.7,0,0,0,2,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
26,576,32995,Nico Minnaar,3713344,TUT 3,,TUT 3,3305,5,5,36.0,145,6,21/ 2,5,162,4.03,24.17,36.0,0,0,0,23,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
27,576,32995,Clayton Brunsdon,4100291,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,5,5,27.1,139,6,39/ 2,1,99,5.12,23.17,27.2,0,0,0,4,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
28,576,32995,Jacques Van Rooyen,3745426,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,4,4,30.3,159,6,50/ 5,0,110,5.21,26.50,30.5,0,0,1,12,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
