SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,MAT,INS,NO,RUNS,BALLS,AVG,SR,HS,100s,75s,50s,25s,0s,6s,4s,League Name
206,576,32995,Koketjo Moselenyane,3163476,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,11,12,11.00,91.67,11,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
207,576,32995,Simion Muller,3783164,CBCOB 3,,CBCOB 3,3298,1,1,0,11,14,11.00,78.57,11,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
208,576,32995,Dieter Munnik,3795659,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,11,16,11.00,68.75,11,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
209,576,32995,Devon Almeida,3242449,CBCOB 3,,CBCOB 3,3298,2,1,0,11,21,11.00,52.38,11,0,0,0,0,0,1,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
210,576,32995,Darren Seale,3759640,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,11,27,11.00,40.74,11,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
211,576,32995,Martin Childs-Hurn,2936849,TUKS 5,,TUKS 5,3304,6,4,0,11,28,2.75,39.29,5,0,0,0,0,1,0,2,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
212,576,32995,HJ Roux,3928432,CBCOB 3,,CBCOB 3,3298,1,1,0,10,6,10.00,166.67,10,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
213,576,32995,Koketjo Moselenyane,3783176,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,10,10,10.00,100.00,10,0,0,0,0,0,1,1,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
214,576,32995,Ryan Stringer,4116165,PHSOB 3,,PHSOB 3,3300,1,1,0,10,17,10.00,58.82,10,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
215,576,32995,Ruan Ebersohn,4024777,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,2,1,1,9,7,--,128.57,9,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
216,576,32995,Rust Niemand,4165766,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,9,11,9.00,81.82,9,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
217,576,32995,Jayden Blom,4187740,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,9,17,9.00,52.94,9,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
218,576,32995,Nico Kruger,2936834,TUKS 5,,TUKS 5,3304,2,2,0,9,22,4.50,40.91,8,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
219,576,32995,Christiaan Steyn,3179091,HARLEQUINS 3,,HARLEQUINS 3,3306,2,2,0,9,32,4.50,28.12,9,0,0,0,0,1,0,1,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
220,576,32995,Tyler Miller,4163789,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,0,8,5,8.00,160.00,8,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
221,576,32995,Juan Van den berg,2987480,SINOVILLE 3,,SINOVILLE 3,3302,2,2,1,8,11,8.00,72.73,5,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
222,576,32995,Wessel Maree,2449861,TUT 3,,TUT 3,3305,1,1,0,8,13,8.00,61.54,8,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
223,576,32995,Gerhard Scheepers,3927337,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,0,8,13,8.00,61.54,8,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
224,576,32995,Nuzi Ndlovu,4081457,PHSOB 3,,PHSOB 3,3300,2,2,1,8,13,8.00,61.54,5,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
225,576,32995,Mulder Kotze,2985832,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,0,8,14,8.00,57.14,8,0,0,0,0,0,1,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
226,576,32995,Stephan Van den berg,3266950,CBCOB 3,,CBCOB 3,3298,1,1,0,8,15,8.00,53.33,8,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
227,576,32995,Ryan Seymore,4100168,TUT 3,,TUT 3,3305,1,1,0,8,36,8.00,22.22,8,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
228,576,32995,Martin Faber,3795250,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,7,9,7.00,77.78,7,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
229,576,32995,Ridhaa Jacobs,2939141,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,7,21,7.00,33.33,7,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
230,576,32995,Manpreet Singh,4143525,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,0,7,21,7.00,33.33,7,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
231,576,32995,Donovan Kretschmer,3749171,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,1,6,5,--,120.00,6,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
232,576,32995,Wessel Herbst,3783166,CBCOB 3,,CBCOB 3,3298,1,1,0,6,7,6.00,85.71,6,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
233,576,32995,Duncan Ackerman,3745419,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,6,9,6.00,66.67,6,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
234,576,32995,Josh Botes,3795663,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,0,6,9,6.00,66.67,6,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
235,576,32995,Dries Van der Lith,2934771,SINOVILLE 4,,SINOVILLE 4,3303,2,2,0,6,10,3.00,60.00,6,0,0,0,0,1,1,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
236,576,32995,Emil Rolfes,2936903,PHSOB 3,,PHSOB 3,3300,1,1,0,6,10,6.00,60.00,6,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
237,576,32995,Riaan Scheepers,3713347,TUT 3,,TUT 3,3305,5,2,0,6,10,3.00,60.00,5,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
238,576,32995,Gary Joshua,4198495,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,6,10,6.00,60.00,6,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
239,576,32995,Francke Botha,3716534,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,6,12,6.00,50.00,6,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
240,576,32995,Ricus Moller,4187741,SINOVILLE 4,,SINOVILLE 4,3303,1,1,1,6,13,--,46.15,6,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
241,576,32995,Riaan Davel,3163488,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,6,14,6.00,42.86,6,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
242,576,32995,Motheo B,3795621,CBCOB 3,,CBCOB 3,3298,1,1,0,6,14,6.00,42.86,6,0,0,0,0,0,1,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
243,576,32995,Mikky Hudson,3745386,TUKS 5,,TUKS 5,3304,6,3,1,6,49,3.00,12.24,3,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
244,576,32995,Wayne Scott,3056109,CBCOB 3,,CBCOB 3,3298,2,1,0,5,6,5.00,83.33,5,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
245,576,32995,Andre Schoombee,3772084,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,5,9,5.00,55.56,5,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
246,576,32995,Wian Munnik,3795658,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,5,9,5.00,55.56,5,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
247,576,32995,Sallas de Jager,3812055,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,5,9,5.00,55.56,5,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
248,576,32995,Dian Van der Walt,2936868,CBCOB 3,,CBCOB 3,3298,2,2,0,5,10,2.50,50.00,5,0,0,0,0,1,0,1,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
249,576,32995,Zander Jordaan,2987471,SINOVILLE 4,,SINOVILLE 4,3303,2,1,0,5,11,5.00,45.45,5,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
250,576,32995,Jaco Joubert,4100290,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,2,2,0,5,11,2.50,45.45,4,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
251,576,32995,Dian Botha,2934759,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,5,12,5.00,41.67,5,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
252,576,32995,Alten Du Plessis,3713340,PHSOB 3,,PHSOB 3,3300,2,1,0,5,13,5.00,38.46,5,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
253,576,32995,Dylan van Wyk,3277436,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,5,15,5.00,33.33,5,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
254,576,32995,Gilan Mellet,3163470,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,1,5,24,--,20.83,5,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
255,576,32995,Nico Labuschagne,3759638,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,4,4,4.00,100.00,4,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
256,576,32995,Maans Roubaix,3031813,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,4,6,4.00,66.67,4,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
257,576,32995,Chumani Ngcokovane,3795242,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,0,4,10,4.00,40.00,4,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
258,576,32995,Caleb Eckard,3018344,CBCOB 3,,CBCOB 3,3298,1,1,0,4,13,4.00,30.77,4,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
259,576,32995,Juan Van den berg,2987480,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,4,14,4.00,28.57,4,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
260,576,32995,JJ Lesolang,3772080,PHSOB 3,,PHSOB 3,3300,3,3,1,4,14,2.00,28.57,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
261,576,32995,Ian Dorfling,3795252,SINOVILLE 4,,SINOVILLE 4,3303,5,4,1,4,14,1.33,28.57,3,0,0,0,0,2,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
262,576,32995,Ruben Munnik,3795660,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,4,31,4.00,12.90,4,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
263,576,32995,JP Roets,3031810,SINOVILLE 3,,SINOVILLE 3,3302,5,2,1,3,4,3.00,75.00,3,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
264,576,32995,Dillan Chatham,3928461,CBCOB 3,,CBCOB 3,3298,2,1,1,3,4,--,75.00,3,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
265,576,32995,Johan Feuth,3056115,CBCOB 3,,CBCOB 3,3298,1,1,0,3,6,3.00,50.00,3,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
266,576,32995,Dirkie Kruger,3713346,TUT 3,,TUT 3,3305,2,1,0,3,6,3.00,50.00,3,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
267,576,32995,Robert Bornman,3759635,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,3,6,3.00,50.00,3,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
268,576,32995,Klippies Marais,3812054,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,3,7,3.00,42.86,3,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
269,576,32995,Jaco Ventet,4100287,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,1,3,8,--,37.50,3,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
270,576,32995,Riaan Labuschagne,3759632,SINOVILLE 3,,SINOVILLE 3,3302,1,1,1,3,16,--,18.75,3,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
271,576,32995,Wilnell Strydom,3759629,TUKS 5,,TUKS 5,3304,1,1,0,2,3,2.00,66.67,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
272,576,32995,Sarel Marias,4198494,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,1,2,3,--,66.67,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
273,576,32995,Keagon van Zyl,3812056,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,2,4,2.00,50.00,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
274,576,32995,Jaco Ferreira,3759639,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,2,5,2.00,40.00,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
275,576,32995,Raymond Vd Berg,3795619,CBCOB 3,,CBCOB 3,3298,1,1,0,2,5,2.00,40.00,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
276,576,32995,Piet Botha,4198490,SINOVILLE 4,,SINOVILLE 4,3303,1,1,1,2,6,--,33.33,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
277,576,32995,Botha Geldenhuis,3795241,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,2,1,0,2,8,2.00,25.00,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
278,576,32995,WJ Knoetze,3745391,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,2,11,2.00,18.18,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
279,576,32995,Danie Kruger,3745390,SINOVILLE 4,,SINOVILLE 4,3303,2,2,2,2,13,--,15.38,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
280,576,32995,Janru Brandt,4063608,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,1,2,16,--,12.50,2,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
281,576,32995,Tiaan Borman,3772082,SINOVILLE 3,,SINOVILLE 3,3302,2,2,1,1,2,1.00,50.00,1,0,0,0,0,1,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
282,576,32995,Daylan Scheepers,3927336,TUT 3,,TUT 3,3305,1,1,0,1,2,1.00,50.00,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
283,576,32995,Mohammed Korowlay,4198493,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,1,2,1.00,50.00,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
284,576,32995,Keaton Steenkamp,2944947,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,1,3,1.00,33.33,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
285,576,32995,Sub Sub,3745392,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,1,3,1.00,33.33,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
286,576,32995,Kian Hoeuner,3928431,CBCOB 3,,CBCOB 3,3298,1,1,0,1,3,1.00,33.33,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
287,576,32995,Brandon Van der Merwe,3759637,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,1,4,1.00,25.00,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
288,576,32995,Sibusiso Mxube,4024776,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,0,1,4,1.00,25.00,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
289,576,32995,Jeandre Joubert,4187739,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,1,7,1.00,14.29,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
290,576,32995,Ruan Schoeman,3927338,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,0,1,10,1.00,10.00,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
291,576,32995,Phillip Bester,3782750,PHSOB 3,,PHSOB 3,3300,1,1,0,1,11,1.00,9.09,1,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
292,576,32995,Micheal TUT3,3772114,TUT 3,,TUT 3,3305,5,4,1,1,15,0.33,6.67,1,0,0,0,0,2,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
293,576,32995,Oliver Beauclerk,2934812,HARLEQUINS 3,,HARLEQUINS 3,3306,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
294,576,32995,Ruan Breytenbach,2936745,SINOVILLE 3,,SINOVILLE 3,3302,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
295,576,32995,Josh Botes,2985840,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
296,576,32995,Dylan Van wyk,2987473,SINOVILLE 4,,SINOVILLE 4,3303,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
297,576,32995,Derrick Cremer,3056113,CBCOB 3,,CBCOB 3,3298,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
298,576,32995,Anton Stassen,3069496,SINOVILLE 4,,SINOVILLE 4,3303,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
299,576,32995,Tihardt Kruger,3242942,TUKS 5,,TUKS 5,3304,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
300,576,32995,Playa1 Cbc,3255330,CBCOB 3,,CBCOB 3,3298,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
301,576,32995,Playa2 Cbc,3255331,CBCOB 3,,CBCOB 3,3298,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
302,576,32995,Luca Bauros,3287441,SINOVILLE 4,,SINOVILLE 4,3303,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
303,576,32995,Chumani Ngcokovane,3713454,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,2,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
304,576,32995,Mandilulane Cbc3,3729567,CBCOB 3,,CBCOB 3,3298,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
305,576,32995,Gavin Cbc3,3729569,CBCOB 3,,CBCOB 3,3298,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
306,576,32995,Alton Van der Westhuizen,3745421,SINOVILLE 3,,SINOVILLE 3,3302,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
307,576,32995,Igmar Erasmus,3745422,SINOVILLE 3,,SINOVILLE 3,3302,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
308,576,32995,Niel Alberts,3745436,HARLEQUINS 3,,HARLEQUINS 3,3306,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
309,576,32995,Juan Van Der Westhuizen,3771719,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2023 Titans Second League
